registration_number,animal_name,birth_date,breed_makeup,sire_reg_num,sire_name,dam_reg_num,dam_name,ced_epd,ced_epd_accuracy,bw_epd,bw_epd_accuracy,ww_epd,ww_epd_accuracy,yw_epd,yw_epd_accuracy,rea_epd,rea_epd_accuracy,imf_epd,imf_epd_accuracy,fat_epd,fat_epd_accuracy,scrotal_circumference_epd,scrotal_circumference_epd_accuracy,heifer_pregnancy_epd,heifer_pregnancy_epd_accuracy,cem_epd,cem_epd_accuracy,tm_epd,tm_epd_accuracy,milk_epd,milk_epd_accuracy,stayability_epd,stayability_epd_accuracy,cow_weight_epd,cow_weight_epd_accuracy,terminal_index,fertility_index
R10383256,BWCC SHE'S FIT 192E41,2017-10-03,100% Brangus,R10293331,BWCC CROSS FIT 541B28,UB10293158,BWCC MS CRUISE 192B62,4.6580083140534,0.440285543485801,2.75247003740951,0.576966998072451,49.4586634793598,0.479386924310442,93.6667926207753,0.368940066074747,0.650902653330596,0.482723050512212,0.304081912455504,0.385008693584492,-0.04202485305447,0.453979730613652,0.994374136739832,0.365275923121692,2.0777123942902,0.143834664432743,3.47653489476751,0.332662976207236,28.6254572891453,0.378335507115172,3.89612554946543,0.327809798517537,0.676468865826863,0.021594855087128,0.396768127326969,0.02736143116906,4.38156317850172,0.544081480344144
R10425766,FC GRANITE 123F,2018-11-23,100% Brangus,UB10275960,MC GRANITE 834B,R10287183,OAKS MS PASSPORT 123C2,5.1751954980636,0.2330336971359,1.08719823883391,0.254728861661212,35.7042995936904,0.239143018698221,61.91149525023,0.192921202418247,0.439066549958206,0.310133236346317,0.163285365130445,0.245695315027953,-0.019640099897149,0.288696364001054,0.245757096653709,0.179294690224226,2.09809255798805,0.142312490439336,3.98176311685544,0.189732798843905,22.6819162351871,0.187386826337324,4.82976643834188,0.161508730156876,1.39395737055362,0.013061827975196,-2.60132205004781,0.040750250573959,2.88745593060257,1.54462476434239
R10219823,BWCC SHOOTER 20Z5,2012-03-14,100% Brangus,R10126853,MC LEAD GUN 129U,R10086339,SJ JOHN WAYNE 20T,5.25770692808203,0.283299826304783,1.54004269668299,0.367292727907332,36.8533340857376,0.306849350722391,71.5426338217001,0.209996579636725,0.662867137453151,0.183450564355007,0.164595686257539,0.148603458214346,-0.034550313382999,0.164011004781378,0.319246606063451,0.153870665006401,2.64497012334362,0.114753097753616,3.15940884184785,0.190543353279211,27.7981737805871,0.219206769432785,9.37150673771829,0.175385478787982,0.771666147761485,0.068719538087436,7.34261150719369,0.103563762945302,3.41183801851862,0.514042327956622
R10287155,OAKS MS CSONKA 468C3,2015-01-01,100% Brangus,R10004209,CSONKA OF BRINKS 30R4,R10003957,MS BRINKS SONAR 468R8,2.82033137422639,0.42697379442389,1.95154955163225,0.536192412645869,22.6640009465317,0.459326136645957,45.3240233007313,0.423985457337547,0.299239281070037,0.434576755163729,0.090637815132639,0.367059181555959,-0.037657432012978,0.409201563640359,0.671213554163859,0.38967510121545,2.54679925969916,0.260789696602604,3.95980675220262,0.415597257325448,23.5691167005658,0.414143753318261,12.2371162272999,0.391552561654412,-0.508157050084979,0.152100541762595,-6.93551346788227,0.221865087105313,2.09896325090102,1.02475423567962
R10287138,OAKS MS FINAL CUT 302C5,2015-03-06,100% Brangus,R10168212,CB FINAL CUT 924X,R10159430,OAKS MS PATTON 302X2,4.8693409409161,0.37737296036087,0.300957992607919,0.444029927371151,31.4611801258565,0.370137918080671,57.9532809463405,0.339256953754516,0.407135960498271,0.367278173925256,0.068975974928491,0.293811877167793,-0.04837814906268,0.342242618844285,0.481463830325272,0.219538255347837,2.30603634609948,0.186073557067298,2.68840596631023,0.349495844245943,23.207106176816,0.327018969669125,7.47651611388776,0.305459495463352,0.902932375979526,0.045599865616535,11.0342700907722,0.111483109152366,2.69695952826741,-0.242338134577746
R10381982,MS SALACOA CORONADO 803F4,2018-04-16,100% Brangus,R10307999,T3 CORONADO 222C4,R10344890,MS SALACOA NEW VISION 803D19,6.21438947670782,0.418564114264139,-0.517923637842159,0.56297922376378,20.4307834910756,0.422520731237881,36.5705271770819,0.316770824519077,0.343799617914417,0.415233246668333,0.085918387161141,0.327554841952415,-0.041244559635561,0.385537872811087,0.299075586996823,0.35472508218163,1.3510371400097,0.11247652786626,3.79415661130962,0.32190650849784,17.5078495247009,0.345520187843914,7.29245777916315,0.307019916146931,0.204399793028476,0.024563178060004,-8.86007683011143,0.086575782219597,1.95238742561181,0.652761469298393
R10381996,MS SALACOA 541D9 BOULDER 146F3,2018-04-24,100% Brangus,R10330894,SALACOA BOULDER 541D9,R10303167,MS SALACOA BIG CYPRESS 146C5,5.24086030782493,0.410456845113661,0.141723112239626,0.561813125078911,22.8661243118097,0.415057690283042,42.1966589096532,0.303918755473305,0.372708073597162,0.410260761975124,0.219475924671587,0.315535194149698,-0.015346742512543,0.378819166010467,0.405142513722773,0.338823271186841,2.22160045520821,0.090141348723966,3.68451839391997,0.308864276935454,20.3394534868443,0.332493632442804,8.90639133093948,0.291211603522685,0.417797182993723,0.016779104090063,-0.275270336700792,0.079378314553073,2.34062267036165,1.16682104805495
R10368445,OAKS MS GRANITE 541E31,2017-09-05,100% Brangus,UB10275960,MC GRANITE 834B,R10277905,OAKS MS NUFF SAID 541B69,2.88041561346423,0.447723543412836,2.57293368166965,0.578378864559707,41.0919248990918,0.481881792009535,80.8711538542449,0.347194456542009,0.573833059292788,0.461793000408359,0.169245770421407,0.372461549334968,-0.019994184858426,0.433607272849546,0.243802135962703,0.371147803503842,3.17328677114008,0.250756494596064,2.6819219490034,0.348546862105372,30.2860578787124,0.379099656504801,9.74009542916648,0.327708588752434,1.33616125171588,0.057212472542269,-3.87921883391215,0.116936714170128,3.5950142830782,2.2619216467234
R10315974,OAKS MS STEPPIN OUT 803D11,2016-03-21,100% Brangus,R10261227,OAKS STEPPIN OUT 99B1,R10260190,LM MS HOMBRE 803B20,4.76886498983025,0.425799894062035,1.17631188644031,0.573704950256274,23.853206780175,0.459877813280646,47.0660667893742,0.362890972865916,0.457735482443921,0.469637628207169,0.148463637612204,0.36544563990766,-0.036296774377165,0.439006452060578,0.833793542254574,0.331895051497218,1.22592598777325,0.224628627942962,3.43606972087292,0.351870950581304,19.1365558759723,0.371757415429152,7.20995248588479,0.327697216503406,0.50716845184039,0.065081157852441,-8.96011489105821,0.137536135782702,2.3758851472783,0.820427649587666
R10277937,OAKS MS ABRAMS 406B4,2014-09-23,100% Brangus,R10085458,MC ABRAMS 468T22,R10229244,OAKS MS ARMOUR 406Z15,9.18386747383697,0.35327998483542,-2.73701758608539,0.426143319152573,21.7581911229543,0.333011104989703,50.8726643214626,0.272403021617646,0.512934482744472,0.3319023903282,0.229264530198552,0.257347540667177,-0.029904042989138,0.304573128113922,0.28866870955282,0.171733835341928,2.95388179972708,0.206850147122231,3.47461912068243,0.310636943027235,18.3760932769401,0.269154380986863,7.49699771546293,0.237226018985443,0.769342015707419,0.085451602385181,-4.27261284193282,0.126250796868595,3.00213216497157,1.72163345089185
R10436573,FC MS GRANITE 209G2,2019-10-18,100% Brangus,UB10275960,MC GRANITE 834B,R10277933,OAKS MS ONLINE 209B15,6.27421972866177,0.344692548581817,0.034505475675922,0.440825162154636,33.4401688771762,0.369582765033852,63.5428992221545,0.320029640519794,0.541311400524308,0.381852437819881,0.205584664166198,0.309933596936546,-0.018734758499645,0.354245237837568,0.559548409940833,0.335642611056655,2.34409094645361,0.143391646588287,3.966472237539,0.31310864860258,20.7042551894025,0.313732395539707,3.98417075081439,0.285807210792635,0.993077836979284,0.020113795824142,-1.12326842273486,0.042815407359068,3.15671973226035,1.4521473249435
R10436563,FC MS ATLANTA 541G36,2019-11-09,100% Brangus,R10210625,ATLANTA OF SALACOA  488Z,R10368445,OAKS MS GRANITE 541E31,3.0825505844965,0.295636673181586,1.8668808311307,0.370491739264061,42.0168493011121,0.317786109274964,79.1254005120465,0.263658648713288,0.583955933489292,0.333014851504287,0.249319529039352,0.266107725580565,-0.034943388765225,0.309745224907905,0.370922011581595,0.186164677437187,2.82871790821008,0.170529824922756,3.27251653754919,0.210562014737874,27.6928934983099,0.228798413599355,6.68446884775388,0.184304565761551,0.517833815542018,0.03277634712759,-12.7583241842542,0.086991397101297,3.77465427594998,2.10913642929728
R10436556,FC COMPLETE 209G3,2019-11-27,100% Brangus,R10334822,OAKS COMPLETE 541D27,R10277933,OAKS MS ONLINE 209B15,5.10176160606875,0.258850887436486,1.71825467511146,0.354758171770457,30.976480403153,0.279085191336603,59.4427553050757,0.159460138761084,0.547210584649633,0.167743640414165,0.156626210864889,0.133217109504392,-0.048320204655512,0.148478407767288,1.34004714527865,0.131691603109197,2.30499396975302,0.084770908685534,3.88460711738324,0.139851221718641,21.9518292667258,0.176563017289667,6.46358906514928,0.125301930266199,-0.315904867007133,0.026296556115695,-5.04778130768197,0.058146758194438,2.8830377627475,0.589415201139949
R10425769,FC MS EXCEL 1302G,2019-04-07,100% Brangus,R10334720,OAKS EXCEL 541D76,R10315895,OAKS MS ONLINE 1302D8,3.02854114472447,0.238646449571994,3.22726444929919,0.338944844568325,31.4299476174071,0.250916131914561,56.9394087430524,0.180127642999916,0.376766101052365,0.249991578729598,0.03576533876003,0.179353292226631,-0.053941194823267,0.225172999337639,1.37318559256246,0.122501607105083,1.99569362251274,0.080476593996649,3.39726489320834,0.128847981629437,22.4668036946072,0.154040049537246,6.75182988590367,0.105602008348589,0.529655276731822,0.01715960772708,-0.69171094589471,0.039966442092938,2.35001957974813,0.246194029094033
R10393959,OAKS MS HIGH STEAKS 99F14,2018-09-21,100% Brangus,R10277703,OAKS HIGH STEAKS 209B50,R10277912,OAKS MS SWIFT 99B53,5.05109114526497,0.277525451094562,1.02266593071369,0.352171300426412,31.2428278015441,0.284124969055429,60.6146248727447,0.190286680167111,0.702258521377531,0.219369480586619,0.200759481978191,0.181659288506441,-0.032729787576405,0.199563521192585,0.59150101327863,0.133680398652177,0.75832418639184,0.121295382851327,2.69095105968527,0.177622654767809,17.7436368469962,0.201588172981103,2.12222294622409,0.16031977494394,0.03248535410178,0.025764802430062,-6.16019786550306,0.070363104373518,3.06673130464748,0.216424198191611
R10240654,MC DOUBLE TAKE 27Z,2012-10-01,100% Brangus,R10167410,MC DOUBLE TAKE 889W38,R807300,MC MS NEWS MAN 27M,4.66325465673974,0.243317708525862,0.581699554270546,0.384479917541052,33.6139739834271,0.32358837122191,67.9153536663088,0.251545024925674,0.515526413491988,0.331507466789675,-0.008274767612872,0.255399069127393,-0.054796638898688,0.306404776391505,0.58602063478005,0.30567117214107,2.42104096934833,0.131318041063413,2.34335793496302,0.203198085373512,23.7209173139673,0.246466488934588,6.91393032225369,0.207905547790928,0.835308629406262,0.06169061854887,-0.915941862814602,0.071553483618152,2.94629118498541,0.610626748066665
R10331583,COLD CREEK GRANITE 535D4,2016-10-02,100% Brangus,UB10275960,MC GRANITE 834B,R10188976,COLD CREEK MS HILL 535Y,2.59292215924833,0.41707138828051,1.53998708802551,0.551370952935394,36.8489692005692,0.449298369326562,73.1906678512087,0.344395209447224,0.412286886537622,0.449894748835766,0.158068322610518,0.357920617457607,-0.021467521068962,0.420623054903659,0.520994812704314,0.401931512233538,1.86046333921042,0.127830667324365,3.54023355691398,0.322766135482768,28.6122580843994,0.352260204724671,10.1877734841148,0.303741122423726,1.26118499826312,0.02086167163538,-5.58425996235181,0.029725179002453,3.29199938841527,1.5538618480128
R10355648,MB RAYLAN 541D,2016-02-01,100% Brangus,R10232654,MB RAYLAN 129Z19,R10206561,MB MS ABRAMS 541Y,5.26732977189781,0.207237237631125,1.79121785802276,0.321759709518084,42.0746446580319,0.220623676939412,84.0202141103959,0.171379729872224,0.492078272107879,0.203803848006811,0.173239930620151,0.161380999628539,-0.030440731731167,0.187324160444516,0.169617908053911,0.150327490828347,3.16498251963389,0.100203081239045,4.45574037237284,0.155610030756189,33.3811130979485,0.167355436975045,12.3437907689325,0.140721316992861,2.13976464544267,0.028059330954121,8.64521747421938,0.056696826478883,3.79332303414688,1.32453873740848
R10334864,OAKS MS LEGACY 99D21,2016-11-23,100% Brangus,R10264870,LEGACY 302A4,R10122960,OAKS MS UNITAS 99U,3.12626543318582,0.430494587558406,3.27529539428351,0.569940043949932,32.5192178481571,0.466851308101819,69.5078663879658,0.361154183440041,0.538382070157342,0.476177335215014,0.144061554072005,0.377953634059556,-0.02788311077744,0.446945097301129,0.807857382003576,0.36295073637687,2.09267409491905,0.191222269321936,3.96178043549321,0.334239204415071,30.4589810115826,0.369755003635548,14.1993720875041,0.321206851402413,0.40685890787483,0.065877537299819,-2.85405266349109,0.06356555925606,3.11130436443339,1.01179995191611
R10436994,OAKS BEAR 468F50,2018-10-25,100% Brangus,UB10305851,MC BEAR 948C,R10287155,OAKS MS CSONKA 468C3,2.93075643814776,0.254015528557007,3.07816211534065,0.248882053019748,32.2671685957403,0.227064920508026,67.8403639552215,0.161233732706618,0.683403064989721,0.181730888195487,0.290008257086347,0.149349927798697,-0.019724591799047,0.165496544171419,1.59009937650614,0.142001314645654,3.01602536312505,0.090718679569074,3.75951132621332,0.149297465960731,31.8302925740121,0.151930121981193,15.6967082761419,0.114362722717776,1.0031118225221,0.033653431179561,-2.62759918476454,0.044225596569148,3.44027898703033,1.98533203053819
